type,amount,oldbalanceOrg,newbalanceOrig,isFraud
4,810599.16,810599.16,0.0,1
1,174683.34,174683.34,0.0,1
1,157199.18,0.0,0.0,0
1,123724.68,0.0,0.0,0
3,277984.12,17741011.46,18018995.57,0
1,65613.01,89960.13,24347.12,0
1,235512.2,235512.2,0.0,1
1,18042.11,18042.11,0.0,1
1,209286.89,0.0,0.0,0
3,95639.5,2319922.19,2415561.69,0
4,88424.06,88424.06,0.0,1
1,10000000.0,10000000.0,0.0,1
2,908.51,287239.21,286330.7,0
1,170057.25,0.0,0.0,0
4,886588.02,886588.02,0.0,1
1,747282.4,747282.4,0.0,1
4,350789.59,350789.59,0.0,1
1,990857.53,990857.53,0.0,1
4,929106.32,929106.32,0.0,1
2,23343.82,3544.0,0.0,0
2,4903.88,30997.0,26093.12,0
1,127018.14,127018.14,0.0,1
4,653949.74,653949.74,0.0,1
1,0.0,0.0,0.0,1
1,2890.24,101092.0,98201.76,0
2,10329.62,76270.0,65940.38,0
4,331829.94,331829.94,0.0,1
3,149058.07,45220.0,194278.07,0
2,12192.87,0.0,0.0,0
1,66100.94,21565.0,0.0,0
1,79706.18,0.0,0.0,0
2,4633.93,0.0,0.0,0
1,468599.79,468599.79,0.0,1
3,383462.77,30123839.25,30507302.02,0
1,5393228.23,5393228.23,0.0,1
4,29008.58,21101.0,0.0,0
1,8770.06,8770.06,0.0,1
2,54717.73,46401.0,0.0,0
4,404394.04,404394.04,0.0,1
3,141296.16,3214382.19,3355678.35,0
1,69724.85,69724.85,0.0,1
4,174107.36,174107.36,0.0,1
2,43972.76,19871.22,0.0,0
1,117747.29,15307.0,0.0,0
1,2815893.17,2815893.17,0.0,1
2,23745.93,0.0,0.0,0
4,1122508.34,1122508.34,0.0,1
4,108783.2,108783.2,0.0,1
1,221511.12,221511.12,0.0,1
4,28308.97,28308.97,0.0,1
3,155368.59,20201.0,175569.59,0
2,25205.56,10466.0,0.0,0
1,325504.92,0.0,0.0,0
1,2096634.43,2096634.43,0.0,1
3,32031.45,45136.0,77167.45,0
1,963532.14,963532.14,0.0,1
4,4448598.93,4448598.93,0.0,1
4,6669495.34,6669495.34,0.0,1
1,2137134.15,2137134.15,0.0,1
1,74649.19,0.0,0.0,0
1,454457.97,9179.0,0.0,0
4,1627389.26,1627389.26,0.0,1
2,983.46,15997.0,15013.54,0
2,14996.89,22046.0,7049.11,0
1,11424.36,11424.36,0.0,1
1,8999.56,8999.56,0.0,1
3,182503.63,4798088.49,4980592.12,0
1,59841.59,41394.0,0.0,0
1,105155.17,26802.02,0.0,0
3,7364.04,26381.0,33745.04,0
1,1589763.63,1589763.63,0.0,1
1,337994.64,337994.64,0.0,1
1,9299230.13,9299230.13,0.0,1
2,1098.38,177589.42,176491.04,0
1,93505.23,155746.0,62240.77,0
1,239560.02,50742.0,0.0,0
1,963966.56,963966.56,0.0,1
1,7535.58,7535.58,0.0,1
3,100310.21,8914644.73,9014954.94,0
2,46758.65,0.0,0.0,0
2,12358.57,100435.0,88076.43,0
1,11005.51,845.0,0.0,0
4,6558087.93,6558087.93,0.0,1
1,203990.96,31374.0,0.0,0
1,206291.82,0.0,0.0,0
4,105693.24,18543.06,0.0,0
1,23236.49,23236.49,0.0,1
1,79938.47,79938.47,0.0,1
4,134313.22,134313.22,0.0,1
1,902483.91,902483.91,0.0,1
5,3391.63,30591.0,27199.37,0
1,102464.68,102464.68,0.0,1
1,69712.46,0.0,0.0,0
1,205987.27,38748.0,0.0,0
3,232918.89,1392065.0,1624983.89,0
4,609416.21,609416.21,0.0,1
4,3295227.84,3295227.84,0.0,1
1,3544.76,3544.76,0.0,1
2,15443.77,0.0,0.0,0
3,56409.39,2536650.37,2593059.76,0
4,3477438.49,3477438.49,0.0,1
1,49372.94,49372.94,0.0,1
4,321241.84,321241.84,0.0,1
2,5989.04,115921.21,109932.18,0
2,10966.7,127781.0,116814.3,0
3,35987.46,2957138.43,2993125.88,0
3,107468.23,1571613.05,1679081.29,0
3,212433.19,11037.0,223470.19,0
2,29795.32,148861.0,119065.68,0
2,8667.7,72428.0,63760.3,0
4,378680.3,0.0,0.0,0
4,736370.54,736370.54,0.0,1
1,238219.12,0.0,0.0,0
1,26153.82,26153.82,0.0,1
3,146356.22,326147.52,472503.75,0
1,204951.37,204951.37,0.0,1
4,1168274.14,1168274.14,0.0,1
1,327791.14,327791.14,0.0,1
1,79347.96,31262.0,0.0,0
2,39515.42,0.0,0.0,0
2,2041.75,106567.0,104525.25,0
4,2304481.4,917.0,0.0,0
4,148680.12,148680.12,0.0,1
4,376367.26,376367.26,0.0,1
4,3569720.42,3569720.42,0.0,1
4,340119.98,340119.98,0.0,1
4,5937.19,5937.19,0.0,1
4,2232667.51,2232667.51,0.0,1
4,54033.0,10361.0,0.0,0
1,257988.47,257988.47,0.0,1
4,187761.76,187761.76,0.0,1
3,335996.68,708.0,336704.68,0
2,1844.15,56616.0,54771.85,0
4,1965786.11,1965786.11,0.0,1
1,63630.11,0.0,0.0,0
1,144035.76,537.0,0.0,0
2,30941.63,487380.21,456438.57,0
2,1624.98,0.0,0.0,0
2,17007.6,161946.68,144939.08,0
1,96635.81,0.0,0.0,0
1,323523.09,209215.34,0.0,0
4,217357.58,217357.58,0.0,1
1,59921.69,0.0,0.0,0
5,2024.14,73.0,0.0,0
2,14095.92,571020.65,556924.73,0
1,60726.57,60726.57,0.0,1
2,19809.67,0.0,0.0,0
4,6531872.5,0.0,0.0,0
1,131655.27,19565.0,0.0,0
4,2328002.73,0.0,0.0,0
4,1515291.19,1515291.19,0.0,1
1,242737.42,0.0,0.0,0
4,741277.85,741277.85,0.0,1
2,12187.31,20098.0,7910.69,0
4,164615.3,0.0,0.0,0
1,130987.75,130987.75,0.0,1
1,8276235.5,8276235.5,0.0,1
4,4815187.09,4815187.09,0.0,1
4,163852.19,163852.19,0.0,1
1,616635.41,0.0,0.0,0
4,7937954.2,7937954.2,0.0,1
2,11035.53,54815.58,43780.05,0
1,225542.87,293.0,0.0,0
2,10838.75,922912.0,912073.25,0
1,337287.72,337287.72,0.0,1
1,351425.74,25783.0,0.0,0
4,306419.73,306419.73,0.0,1
4,234787.38,234787.38,0.0,1
1,222.0,222.0,0.0,1
2,15281.52,32055.26,16773.74,0
1,244914.47,562814.0,317899.53,0
1,314963.25,0.0,0.0,0
2,35741.57,448322.0,412580.43,0
1,99168.97,99168.97,0.0,1
1,392767.71,392767.71,0.0,1
1,70753.9,70753.9,0.0,1
1,12886.96,35842.0,22955.04,0
1,8931607.89,8931607.89,0.0,1
1,364715.24,364715.24,0.0,1
1,288263.38,288263.38,0.0,1
4,134623.95,134623.95,0.0,1
1,247783.51,0.0,0.0,0
1,91704.98,393169.0,301464.02,0
4,6721321.33,6721321.33,0.0,1
2,17220.89,0.0,0.0,0
2,20841.16,132318.0,111476.84,0
2,13152.98,50152.92,36999.94,0
1,783588.76,68860.0,0.0,0
1,40075.02,40075.02,0.0,1
4,4160888.06,4160888.06,0.0,1
1,4640633.37,4640633.37,0.0,1
1,10000000.0,10000000.0,0.0,1
1,3774746.08,3774746.08,0.0,1
4,1314897.11,1314897.11,0.0,1
4,5999376.79,5999376.79,0.0,1
2,6251.2,0.0,0.0,0
4,1710097.86,0.0,0.0,0
4,210.92,210.92,0.0,1
1,412741.09,0.0,0.0,0
1,365332.78,365332.78,0.0,1
1,82504.16,82504.16,0.0,1
4,43092.0,43092.0,0.0,1
1,36267.62,36267.62,0.0,1
2,1260.65,0.0,0.0,0
2,21570.48,64337.0,42766.52,0
4,25819.42,25819.42,0.0,1
1,618381.01,618381.01,0.0,1
1,67882.08,21668.0,0.0,0
4,40593.23,40593.23,0.0,1
2,11240.52,0.0,0.0,0
2,5053.41,52.0,0.0,0
4,10000000.0,11336901.11,1336901.11,1
4,2745923.02,2745923.02,0.0,1
4,106601.15,106601.15,0.0,1
1,32330.31,30071.0,0.0,0
4,130668.56,130668.56,0.0,1
1,143332.0,143332.0,0.0,1
4,936976.86,936976.86,0.0,1
1,716273.17,716273.17,0.0,1
1,385721.53,0.0,0.0,0
2,32610.45,0.0,0.0,0
1,218260.79,0.0,0.0,0
1,37065.55,37065.55,0.0,1
1,246203.57,0.0,0.0,0
1,160738.43,20262.0,0.0,0
4,692743.57,692743.57,0.0,1
4,2871898.5,2871898.5,0.0,1
2,5663.72,0.0,0.0,0
1,91452.51,189671.0,98218.49,0
3,450880.03,60025.0,510905.03,0
1,3206623.39,3206623.39,0.0,1
1,371698.21,0.0,0.0,0
1,61178.51,61178.51,0.0,1
1,90334.17,0.0,0.0,0
2,8287.27,0.0,0.0,0
4,3640271.29,3640271.29,0.0,1
1,217506.28,217506.28,0.0,1
1,68301.09,0.0,0.0,0
1,2388542.02,2388542.02,0.0,1
2,8477.32,922.0,0.0,0
3,508931.45,19947.0,528878.45,0
1,49966.72,49966.72,0.0,1
2,16540.34,136.0,0.0,0
3,171607.21,3297251.28,3468858.48,0
4,240746.27,240746.27,0.0,1
1,89132.02,42066.0,0.0,0
1,323557.02,202.0,0.0,0
4,3972968.92,3972968.92,0.0,1
3,54597.4,55902.0,110499.4,0
1,292839.03,107312.0,0.0,0
2,1101.3,0.0,0.0,0
1,68539.29,31059.0,0.0,0
3,183403.06,11709345.7,11892748.76,0
1,134494.55,102696.0,0.0,0
1,39529.61,10222.0,0.0,0
3,399753.46,648.0,400401.46,0
4,1123639.01,1123639.01,0.0,1
3,479509.66,2185.0,481694.66,0
3,225726.01,47735.07,273461.07,0
1,11481.0,11481.0,0.0,1
1,367207.98,367207.98,0.0,1
1,566142.89,566142.89,0.0,1
1,15924.89,21374.0,5449.11,0
3,58069.68,5568174.69,5626244.37,0
3,118072.89,2034284.54,2152357.44,0
1,543625.24,82488.0,0.0,0
4,133131.05,0.0,0.0,0
4,1892137.66,1892137.66,0.0,1
3,91946.89,1392067.38,1484014.27,0
1,723782.37,723782.37,0.0,1
4,87698.36,87698.36,0.0,1
1,87068.49,50367.62,0.0,0
1,139692.78,0.0,0.0,0
3,41783.13,9400.0,51183.13,0
4,10000000.0,23752520.6,13752520.6,1
4,561149.9,561149.9,0.0,1
1,289343.6,0.0,0.0,0
1,399910.88,166.0,0.0,0
4,630197.51,0.0,0.0,0
1,30321.73,102423.0,72101.27,0
2,5702.7,0.0,0.0,0
1,1424002.7,1424002.7,0.0,1
4,1017016.67,1017016.67,0.0,1
1,710385.55,710385.55,0.0,1
1,424962.9,424962.9,0.0,1
4,230806.85,230806.85,0.0,1
4,10000000.0,12740879.15,2740879.15,1
4,475693.24,475693.24,0.0,1
4,2023920.09,2023920.09,0.0,1
1,638487.85,638487.85,0.0,1
1,32830.82,32830.82,0.0,1
2,733.73,41758.0,41024.27,0
4,595854.2,595854.2,0.0,1
1,155533.59,1614.0,0.0,0
1,66414.09,0.0,0.0,0
1,890964.06,890964.06,0.0,1
4,10000000.0,25494862.93,15494862.93,1
1,261548.46,50197.0,0.0,0
1,259305.83,0.0,0.0,0
1,344296.05,858.0,0.0,0
4,979714.66,106941.0,0.0,0
2,20401.2,0.0,0.0,0
3,37170.49,4116726.88,4153897.37,0
1,198043.93,198043.93,0.0,1
1,1927403.83,1927403.83,0.0,1
4,763913.96,763913.96,0.0,1
1,146729.67,146729.67,0.0,1
1,134313.22,134313.22,0.0,1
1,2118548.31,2118548.31,0.0,1
4,6322399.97,6322399.97,0.0,1
2,40892.54,272511.0,231618.46,0
1,10000000.0,10000000.0,0.0,1
1,571538.2,6790.0,0.0,0
4,1445166.74,1445166.74,0.0,1
4,86258.11,86258.11,0.0,1
3,114376.3,7269931.99,7384308.3,0
2,733.63,39985.0,39251.37,0
3,225829.72,100637.0,326466.72,0
1,2415826.18,2415826.18,0.0,1
3,90644.49,265.0,90909.49,0
1,128718.59,128718.59,0.0,1
4,24412.07,24412.07,0.0,1
4,1950373.54,1950373.54,0.0,1
2,9366.97,22131.0,12764.03,0
1,20393.12,20393.12,0.0,1
1,2040209.74,2040209.74,0.0,1
3,209.78,9941.0,10150.78,0
4,636.0,636.0,0.0,1
1,348952.97,348952.97,0.0,1
2,18632.21,204.0,0.0,0
2,12457.58,205899.69,193442.11,0
4,3244067.13,3244067.13,0.0,1
1,11308.0,11308.0,0.0,1
2,13529.28,0.0,0.0,0
1,5363594.86,5363594.86,0.0,1
1,754874.26,754874.26,0.0,1
1,19193.03,0.0,0.0,0
1,63944.13,63944.13,0.0,1
1,116253.26,0.0,0.0,0
1,76924.47,237023.0,160098.53,0
4,990630.25,990630.25,0.0,1
1,617668.37,617668.37,0.0,1
4,2388542.02,2388542.02,0.0,1
1,10000000.0,10000000.0,0.0,1
1,343432.4,0.0,0.0,0
1,2757431.53,2757431.53,0.0,1
4,100762.66,100762.66,0.0,1
2,11630.15,25184.0,13553.85,0
1,3486005.08,3486005.08,0.0,1
4,4094.07,4094.07,0.0,1
1,116419.58,116419.58,0.0,1
2,12594.54,11149.0,0.0,0
4,176007.37,176007.37,0.0,1
1,130510.82,0.0,0.0,0
1,251683.05,251683.05,0.0,1
1,151994.59,151994.59,0.0,1
1,214760.72,214760.72,0.0,1
4,1010857.38,1010857.38,0.0,1
1,40388.58,40388.58,0.0,1
2,7308.16,0.0,0.0,0
4,1027963.96,1027963.96,0.0,1
1,212028.15,212028.15,0.0,1
3,175477.4,2937004.41,3112481.81,0
4,1241118.86,1241118.86,0.0,1
3,417463.6,51784.0,469247.6,0
1,793886.87,793886.87,0.0,1
1,38115.49,145309.34,107193.85,0
4,498183.25,498183.25,0.0,1
1,978103.4,978103.4,0.0,1
1,183606.33,0.0,0.0,0
1,6580427.81,6580427.81,0.0,1
2,4732.08,0.0,0.0,0
2,12215.05,0.0,0.0,0
3,104760.29,2018872.43,2123632.72,0
1,69912.57,69912.57,0.0,1
2,3177.52,23223.0,20045.48,0
1,164235.81,6369.0,0.0,0
4,113309.55,113309.55,0.0,1
1,880975.83,880975.83,0.0,1
4,856386.66,856386.66,0.0,1
2,11488.58,163908.0,152419.42,0
2,37147.32,20495.0,0.0,0
4,2324907.08,2324907.08,0.0,1
1,379057.93,379057.93,0.0,1
1,5475018.52,5475018.52,0.0,1
2,26867.23,0.0,0.0,0
1,79036.99,114320.0,35283.01,0
1,7469051.14,7469051.14,0.0,1
1,1096187.24,1096187.24,0.0,1
4,1144692.98,298891.5,0.0,0
1,253641.89,0.0,0.0,0
4,1154353.99,1154353.99,0.0,1
2,11181.64,28314.0,17132.36,0
2,33860.15,0.0,0.0,0
4,549159.68,549159.68,0.0,1
2,5934.5,20713.0,14778.5,0
2,7630.79,0.0,0.0,0
4,279493.86,101710.0,0.0,0
2,5447.13,23111.0,17663.87,0
4,31329.62,31329.62,0.0,1
1,179997.78,179997.78,0.0,1
4,612241.76,612241.76,0.0,1
2,4746.64,27072.48,22325.84,0
1,142864.9,102351.0,0.0,0
3,77624.34,16781749.72,16859374.06,0
4,6191444.03,0.0,0.0,0
2,11532.48,0.0,0.0,0
4,644781.76,644781.76,0.0,1
1,95267.81,95267.81,0.0,1
3,325518.8,7994637.11,8320155.92,0
1,444392.26,78381.0,0.0,0
4,1312694.5,1312694.5,0.0,1
1,1200702.71,1200702.71,0.0,1
4,107188.41,107188.41,0.0,1
3,41004.7,6620212.28,6661216.98,0
1,131050.76,131050.76,0.0,1
2,2348.87,212298.78,209949.92,0
4,163294.35,163294.35,0.0,1
1,295772.6,8180.0,0.0,0
2,10486.64,25035.0,14548.36,0
4,2634032.61,2634032.61,0.0,1
1,28284.88,28284.88,0.0,1
1,12855.05,12855.05,0.0,1
3,67102.68,5330396.97,5397499.66,0
2,15569.99,72471.77,56901.78,0
2,300.9,0.0,0.0,0
4,962524.93,0.0,0.0,0
3,21120.76,11859.0,32979.76,0
4,52795.24,52795.24,0.0,1
1,114913.58,0.0,0.0,0
4,7728992.56,7728992.56,0.0,1
4,181647.66,181647.66,0.0,1
2,6607.79,28603.0,21995.21,0
2,13287.13,0.0,0.0,0
3,127707.59,2598541.72,2726249.31,0
4,355969.72,355969.72,0.0,1
1,144353.48,21320.0,0.0,0
1,3547485.43,3547485.43,0.0,1
1,122196.07,0.0,0.0,0
4,26481.25,26481.25,0.0,1
2,23070.25,1029.0,0.0,0
1,50523.78,50523.78,0.0,1
1,0.0,0.0,0.0,1
2,304.96,20942.0,20637.04,0
1,414794.23,414794.23,0.0,1
4,164519.7,164519.7,0.0,1
1,33332.86,33332.86,0.0,1
4,1086028.2,9653.0,0.0,0
4,564699.59,564699.59,0.0,1
1,143860.53,0.0,0.0,0
4,167806.93,167806.93,0.0,1
4,240899.12,240899.12,0.0,1
1,5818863.13,5818863.13,0.0,1
1,105733.45,105733.45,0.0,1
1,5207.14,8201.0,2993.86,0
4,187146.19,0.0,0.0,0
1,5952739.3,5952739.3,0.0,1
2,436.45,19819.0,19382.55,0
2,4444.25,120831.03,116386.78,0
1,88443.71,0.0,0.0,0
1,178418.89,41750.0,0.0,0
1,30521.02,30521.02,0.0,1
3,417138.18,23201410.18,23618548.36,0
4,3733104.07,3733104.07,0.0,1
3,213795.7,863399.65,1077195.35,0
2,1659.73,32560.0,30900.27,0
2,17639.34,0.0,0.0,0
2,8685.41,0.0,0.0,0
1,155761.29,155761.29,0.0,1
1,112988.36,112988.36,0.0,1
1,1489970.0,1489970.0,0.0,1
2,30136.25,0.0,0.0,0
1,156535.86,0.0,0.0,0
2,4306.44,26377.0,22070.56,0
1,5652739.69,5652739.69,0.0,1
4,7363709.23,7363709.23,0.0,1
4,9198459.96,9198459.96,0.0,1
4,633610.66,633610.66,0.0,1
1,10000000.0,10000000.0,0.0,1
1,111734.64,0.0,0.0,0
1,289384.6,12508.0,0.0,0
1,52689.13,52689.13,0.0,1
2,51928.36,0.0,0.0,0
1,2025628.87,2025628.87,0.0,1
4,19692.68,19692.68,0.0,1
3,202220.69,31174.0,233394.69,0
1,2136099.59,2136099.59,0.0,1
1,240474.49,0.0,0.0,0
1,585511.14,585511.14,0.0,1
4,2198220.97,2198220.97,0.0,1
1,320102.18,0.0,0.0,0
1,311219.36,380.0,0.0,0
1,119.0,119.0,0.0,1
2,16594.78,344698.0,328103.22,0
1,51216.34,0.0,0.0,0
3,217674.73,2722121.19,2939795.92,0
2,1376.68,155755.0,154378.32,0
4,581421.85,581421.85,0.0,1
1,1218165.88,1218165.88,0.0,1
4,389275.23,389275.23,0.0,1
3,126366.29,6036169.59,6162535.88,0
2,6908.13,0.0,0.0,0
4,9453680.72,9453680.72,0.0,1
2,2269.6,0.0,0.0,0
1,639991.03,639991.03,0.0,1
4,1731782.02,6531.0,0.0,0
3,165782.02,21651.0,187433.02,0
4,244519.75,244519.75,0.0,1
1,136983.26,136983.26,0.0,1
1,42418.85,42418.85,0.0,1
4,265836.1,265836.1,0.0,1
2,6927.23,8259.0,1331.77,0
1,253793.28,253793.28,0.0,1
2,2832.2,0.0,0.0,0
1,204675.48,204675.48,0.0,1
1,1669143.57,1669143.57,0.0,1
2,10757.88,6544.0,0.0,0
2,27309.56,241012.45,213702.89,0
1,10000000.0,10000000.0,0.0,1
1,315661.44,697.0,0.0,0
1,26679.55,0.0,0.0,0
1,72019.74,5087.0,0.0,0
1,109207.88,0.0,0.0,0
1,58423.9,529.0,0.0,0
1,612743.87,612743.87,0.0,1
4,1710180.37,1710180.37,0.0,1
1,881187.51,881187.51,0.0,1
3,9825.63,10935.0,20760.63,0
1,283803.84,148.0,0.0,0
1,534255.94,534255.94,0.0,1
1,89181.64,2758.0,0.0,0
4,10000000.0,12113271.99,2113271.99,1
4,348751.45,348751.45,0.0,1
1,197226.65,197226.65,0.0,1
4,178344.25,178344.25,0.0,1
4,986406.28,141.0,0.0,0
4,1041647.06,1041647.06,0.0,1
1,69952.75,0.0,0.0,0
3,12847.77,1001326.74,1014174.51,0
1,243008.27,8116.0,0.0,0
4,270772.03,159605.0,0.0,0
4,10000000.0,17239986.95,7239986.95,1
1,843174.04,843174.04,0.0,1
2,23653.06,19440.62,0.0,0
4,58050.78,58050.78,0.0,1
4,201511.93,201511.93,0.0,1
1,1367340.03,1367340.03,0.0,1
1,141583.86,0.0,0.0,0
4,10000000.0,0.0,0.0,0
2,670.43,0.0,0.0,0
4,367207.98,367207.98,0.0,1
3,164130.6,26646557.44,26810688.05,0
4,1575766.67,69893.0,0.0,0
1,140807.76,140807.76,0.0,1
1,1086227.44,1086227.44,0.0,1
2,3833.09,1197.0,0.0,0
4,58924.16,58924.16,0.0,1
1,16271.44,955.0,0.0,0
1,3283695.97,3283695.97,0.0,1
1,1054244.29,1054244.29,0.0,1
1,208253.11,208253.11,0.0,1
1,188043.32,40820.0,0.0,0
1,9165.3,101630.0,92464.7,0
4,102485.48,0.0,0.0,0
1,508929.61,508929.61,0.0,1
1,100453.99,318567.0,218113.01,0
1,212741.7,309806.0,97064.3,0
4,26654.46,26654.46,0.0,1
4,74581.07,74581.07,0.0,1
1,3332748.16,3332748.16,0.0,1
1,9699.77,21299.0,11599.23,0
1,431356.55,431356.55,0.0,1
1,369306.87,369306.87,0.0,1
1,623152.72,623152.72,0.0,1
1,2149658.47,2149658.47,0.0,1
4,8924971.59,8924971.59,0.0,1
1,305720.14,8011.0,0.0,0
4,119.0,119.0,0.0,1
4,701697.49,701697.49,0.0,1
4,112835.43,112835.43,0.0,1
2,1438.36,44619.0,43180.64,0
4,427405.08,427405.08,0.0,1
2,25074.22,278032.8,252958.58,0
3,229525.8,7648481.76,7878007.56,0
1,72421.01,0.0,0.0,0
4,225850.53,225850.53,0.0,1
1,174107.36,174107.36,0.0,1
1,275418.41,0.0,0.0,0
1,145482.09,145482.09,0.0,1
2,5414.69,0.0,0.0,0
4,587043.85,220182.09,0.0,0
1,434006.52,434006.52,0.0,1
4,682063.33,682063.33,0.0,1
3,145062.88,6081334.08,6226396.96,0
1,225923.37,225923.37,0.0,1
1,76355.52,12.0,0.0,0
1,71677.03,24668.0,0.0,0
1,239473.85,239473.85,0.0,1
2,1543.41,0.0,0.0,0
1,163490.28,163490.28,0.0,1
1,7556.09,0.0,0.0,0
4,57658.26,57658.26,0.0,1
4,60226.06,60226.06,0.0,1
1,59263.88,59263.88,0.0,1
1,70382.18,70382.18,0.0,1
4,156754.88,75072.0,0.0,0
3,13051.63,75904.0,88955.63,0
3,120487.82,514795.45,635283.27,0
1,57693.01,46111.0,0.0,0
4,113273.1,113273.1,0.0,1
1,125822.44,125822.44,0.0,1
1,1487505.07,1487505.07,0.0,1
1,1548376.44,1548376.44,0.0,1
2,4570.02,0.0,0.0,0
4,904124.58,904124.58,0.0,1
1,661558.27,661558.27,0.0,1
4,4644693.12,4644693.12,0.0,1
1,8813323.11,8813323.11,0.0,1
2,5836.68,157876.0,152039.32,0
1,164.0,164.0,0.0,1
4,450458.78,450458.78,0.0,1
2,5822.48,0.0,0.0,0
1,97657.37,0.0,0.0,0
3,15621.97,8196484.08,8212106.05,0
2,5180.02,4168.9,0.0,0
1,13774.15,13774.15,0.0,1
3,162614.0,652.0,163266.0,0
4,533087.57,0.0,0.0,0
4,732198.35,732198.35,0.0,1
1,35826.77,12048.0,0.0,0
1,1307156.17,1307156.17,0.0,1
4,4919642.57,4919642.57,0.0,1
3,4056.39,21482106.54,21486162.93,0
4,56847.17,56847.17,0.0,1
1,653151.55,653151.55,0.0,1
1,377038.53,377038.53,0.0,1
4,1608571.02,1608571.02,0.0,1
2,3728.25,12170.44,8442.19,0
1,46073.56,46073.56,0.0,1
3,278249.97,127646.0,405895.97,0
1,213266.91,0.0,0.0,0
4,78741.64,78741.64,0.0,1
4,127294.44,0.0,0.0,0
1,8142605.46,8142605.46,0.0,1
4,320977.49,320977.49,0.0,1
1,183385.35,183385.35,0.0,1
1,146217.83,22266.0,0.0,0
4,8488865.83,8488865.83,0.0,1
4,53062.52,53062.52,0.0,1
4,32690.68,32690.68,0.0,1
1,136795.48,0.0,0.0,0
4,533269.77,533269.77,0.0,1
2,1505.18,106648.0,105142.82,0
4,81216.23,81216.23,0.0,1
1,327076.21,0.0,0.0,0
1,10002.36,0.0,0.0,0
4,235750.53,235750.53,0.0,1
5,2038.39,183751.94,181713.55,0
4,2249574.01,2249574.01,0.0,1
4,682309.83,682309.83,0.0,1
4,1504870.33,1504870.33,0.0,1
4,148305.3,148305.3,0.0,1
3,430917.21,1442.0,432359.21,0
1,218350.42,218350.42,0.0,1
1,3588174.94,3588174.94,0.0,1
3,25100.98,20452.0,45552.98,0
4,1780679.66,0.0,0.0,0
4,50722.16,50722.16,0.0,1
1,491847.47,491847.47,0.0,1
2,6627.49,19007.0,12379.51,0
4,120843.94,120843.94,0.0,1
4,227349.18,227349.18,0.0,1
2,26408.58,49592.0,23183.42,0
4,915266.65,915266.65,0.0,1
3,116905.01,1841086.76,1957991.77,0
1,21729.0,21729.0,0.0,1
2,2555.55,0.0,0.0,0
1,316877.85,316877.85,0.0,1
1,418971.0,418971.0,0.0,1
1,243459.96,243459.96,0.0,1
1,1027260.28,1027260.28,0.0,1
1,10565.0,10565.0,0.0,1
4,180110.22,180110.22,0.0,1
1,1814483.97,1814483.97,0.0,1
1,634046.89,634046.89,0.0,1
2,17636.46,21450.0,3813.54,0
1,254564.81,254564.81,0.0,1
1,633610.66,633610.66,0.0,1
1,306205.64,88972.0,0.0,0
4,73053.41,73053.41,0.0,1
1,144010.42,21410.0,0.0,0
4,712297.1,51992.0,0.0,0
4,1713437.34,0.0,0.0,0
4,458603.07,458603.07,0.0,1
1,3062506.58,3062506.58,0.0,1
4,290198.92,290198.92,0.0,1
4,8783.42,8783.42,0.0,1
4,1780628.62,0.0,0.0,0
4,2149658.47,2149658.47,0.0,1
2,6958.46,7304.0,345.54,0
4,373531.87,373531.87,0.0,1
2,8442.31,93936.0,85493.69,0
2,12443.64,0.0,0.0,0
1,151803.43,0.0,0.0,0
1,74436.56,74436.56,0.0,1
3,107597.26,305887.0,413484.26,0
1,2887744.35,2887744.35,0.0,1
4,613020.85,613020.85,0.0,1
4,19729.68,19729.68,0.0,1
1,1076518.28,1076518.28,0.0,1
4,563388.67,563388.67,0.0,1
1,1975271.77,1975271.77,0.0,1
1,164348.47,0.0,0.0,0
1,356224.26,356224.26,0.0,1
4,10000000.0,19110884.44,9110884.44,1
1,420453.27,0.0,0.0,0
2,6597.59,21170.0,14572.41,0
2,25366.05,1281.43,0.0,0
1,249749.05,249749.05,0.0,1
4,6188772.44,6188772.44,0.0,1
1,56510.5,56510.5,0.0,1
4,573266.42,573266.42,0.0,1
1,10000000.0,10000000.0,0.0,1
2,6756.25,313475.9,306719.65,0
3,5212.8,19664952.91,19670165.71,0
4,1050572.2,209283.0,0.0,0
3,166231.72,3050283.12,3216514.84,0
1,547672.2,547672.2,0.0,1
1,265797.15,0.0,0.0,0
1,3965182.83,3965182.83,0.0,1
1,173782.59,173782.59,0.0,1
2,14577.22,128587.0,114009.78,0
3,259428.83,11071.0,270499.83,0
4,416589.69,0.0,0.0,0
4,209340.53,209340.53,0.0,1
1,65740.65,34713.0,0.0,0
1,3752520.6,3752520.6,0.0,1
1,1698263.69,1698263.69,0.0,1
3,198465.85,6707333.02,6905798.86,0
4,594577.22,594577.22,0.0,1
1,131410.01,0.0,0.0,0
1,929106.32,929106.32,0.0,1
1,390763.24,390763.24,0.0,1
4,2554948.41,2554948.41,0.0,1
4,4526748.52,4526748.52,0.0,1
4,43357.65,43357.65,0.0,1
1,957432.32,957432.32,0.0,1
1,178551.76,9093.0,0.0,0
4,2887744.35,2887744.35,0.0,1
4,2178303.49,2178303.49,0.0,1
1,222694.08,222694.08,0.0,1
4,803441.31,803441.31,0.0,1
1,411566.7,411566.7,0.0,1
1,211565.43,82884.0,0.0,0
1,88649.1,88649.1,0.0,1
1,315654.19,315654.19,0.0,1
3,137374.65,11884.0,149258.65,0
